ApprovalNumber,TradingName,Town,County,Country,Activity,RSL,PSL,GHE,RCP,PCP,Min,Pro,MSM,CLS,WMA,Sheep,BSETesting,VC,WGP,MPrep,RTE,Fish,Wrap,Dairy,Egg,AuditDate,Year,Outcome,AuditFrequency,NextAuditDueDate,Q11,Q12,Q13,Q14,Q15,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39i,Q310,Q311,Q312,Q313,Q314,Q315,Q316,Q317,Q318,Q319,Q320,Q321,Q322,Q323,Q324,Q325,Q326,Q327,Q328,Q329,Q330,Q331,Q332,Q333,Q334,Q335,Q336,Q337,Q338,Q339,Q340,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q410,Q411,Q412,Q413,Q414,Q415,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q61,Q62,Q63,Q64,Q65,Q71,Q72,Q73,Q74,Q75
5312,Bradmill Meat Ltd,Watford,Hertfordshire,England, CP,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,2014-12-08,2014,Good,12,2015-12-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Compliant
5319,Romford Halal Meats Ltd,Upminster,Essex,England,SH CP,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,2014-10-13,2014,Improvement Necessary,3,2015-01-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Major,Compliant,Minor,Minor,Minor,Compliant,Minor,Major,Not Applicable,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Minor,Not Applicable,Compliant,Compliant,Not Observed,Minor,Compliant,Not Applicable,Compliant,Not Observed,Not Applicable,Not Observed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Major,Compliant,Minor,Compliant,Major,Minor,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Observed
5345,Gst Limited,Braintree,Essex,England,SH CP,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2014-11-07,2014,Urgent Improvement Necessary,2,2015-01-01,Compliant,Major,Not Applicable,Compliant,Compliant,Major,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Observed,Not Observed,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5350,South East Poultry,Wickford,Essex,England, CP,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-11-20,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5392,C J Byford & Son,Little Clacton,Essex,England,SH CP,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,2014-12-17,2014,Generally Satisfactory,12,2015-12-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Not Observed,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Major,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Not Applicable,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Compliant
5393,Midland Food Services Limited,Northampton,Northamptonshire,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,2014-09-04,2014,Improvement Necessary,3,2014-12-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Major,Compliant,Minor,Compliant,Major,Compliant,Compliant,Major,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5450,Traditional Norfolk Poultry Ltd,Attleborough,Norfolk,England,SH CP,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2014-11-20,2014,Good,18,2016-05-01,Compliant,Compliant,Not Applicable,Minor,Not Applicable,Compliant,Minor,Minor,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Minor,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5461,C H & E I Bambridge & Sons,Thetford,Norfolk,England,SH ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-12-15,2014,Generally Satisfactory,12,2015-12-01,Compliant,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Major,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5464,Banham Poultry Limited,Attleborough,Norfolk,England,SH CP,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,2014-09-29,2014,Generally Satisfactory,12,2015-09-01,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Major,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5488,Kosher Deli (Uk),London,Greater London,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,2014-11-10,2014,Generally Satisfactory,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Major,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Not Observed,Compliant,Compliant,Not Observed,Compliant,Not Observed,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5491,Muslim Halal Live Poultry,London,Greater London,England,SH ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-08-20,2014,Good,18,2016-02-01,Compliant,Minor,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5499,Wicks Manor,Maldon,Essex,England, CP,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,2014-08-27,2014,Good,12,2015-08-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5500,Peterborough Game Co Ltd,Bourne,Lincolnshire,England,SH CP,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,2014-11-21,2014,Generally Satisfactory,12,2015-11-01,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Compliant,Not Applicable,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5513,Woodhead Brothers,Spalding,Lincolnshire,England,SH CP,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,2014-12-23,2014,Generally Satisfactory,12,2015-12-01,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant
5516,Simply Halal (Banham) Limited,Norwich,Norfolk,England, CP,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,2014-10-01,2014,Urgent Improvement Necessary,2,2014-12-01,Compliant,Compliant,Not Applicable,Not Applicable,Not Observed,Major,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Major,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Not Observed,Compliant,Compliant,Compliant,Compliant,Major,Not Applicable,Compliant,Major,Not Observed,Not Applicable,Minor,Compliant,Minor,Compliant,Not Applicable,Major,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Minor,Major,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Major,Major,Minor,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Major
5523,Romford Catering Supplies Ltd,Romford,Essex,England, CP,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2014-09-12,2014,Good,12,2015-09-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5525,L & O Meats Ltd,Basildon,Essex,England, CP,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2014-12-12,2014,Generally Satisfactory,12,2015-12-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Major,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Major,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
